"Country or Area","Year","Area","Type of housing unit","City","Availability of ICT","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Bolivia (Plurinational State of)","2012","Total","Total","LA PAZ","Households having television set","Census - de facto - complete tabulation","Final figure, complete","2014","209678",""
"Bolivia (Plurinational State of)","2012","Total","Total","LA PAZ","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2014","201594",""
"Bolivia (Plurinational State of)","2012","Total","Total","LA PAZ","Households having personal computer","Census - de facto - complete tabulation","Final figure, complete","2014","118007",""
"Bolivia (Plurinational State of)","2012","Total","Total","LA PAZ","Households accessing the internet from home","Census - de facto - complete tabulation","Final figure, complete","2014","50377",""
"Bolivia (Plurinational State of)","2012","Total","Total","Santa Cruz","Households having radio","Census - de facto - complete tabulation","Final figure, complete","2014","250664",""
"Bolivia (Plurinational State of)","2012","Total","Total","Santa Cruz","Households having television set","Census - de facto - complete tabulation","Final figure, complete","2014","322074",""
"Bolivia (Plurinational State of)","2012","Total","Total","Santa Cruz","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2014","308627",""
"Bolivia (Plurinational State of)","2012","Total","Total","Santa Cruz","Households having personal computer","Census - de facto - complete tabulation","Final figure, complete","2014","140706",""
"Bolivia (Plurinational State of)","2012","Total","Total","Santa Cruz","Households accessing the internet from home","Census - de facto - complete tabulation","Final figure, complete","2014","84797",""
"Bolivia (Plurinational State of)","2012","Total","Total","SUCRE","Households having radio","Census - de facto - complete tabulation","Final figure, complete","2014","51979",""
"Bolivia (Plurinational State of)","2012","Total","Total","SUCRE","Households having television set","Census - de facto - complete tabulation","Final figure, complete","2014","55344",""
"Bolivia (Plurinational State of)","2012","Total","Total","SUCRE","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2014","54259",""
"Bolivia (Plurinational State of)","2012","Total","Total","SUCRE","Households having personal computer","Census - de facto - complete tabulation","Final figure, complete","2014","27315",""
"Bolivia (Plurinational State of)","2012","Total","Total","SUCRE","Households accessing the internet from home","Census - de facto - complete tabulation","Final figure, complete","2014","11039",""
"Bolivia (Plurinational State of)","2012","Total","Conventional dwellings","El Alto","Households having radio","Census - de facto - complete tabulation","Final figure, complete","2014","216480",""
"Bolivia (Plurinational State of)","2012","Total","Conventional dwellings","El Alto","Households having television set","Census - de facto - complete tabulation","Final figure, complete","2014","208526",""
"Bolivia (Plurinational State of)","2012","Total","Conventional dwellings","El Alto","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2014","200967",""
"Bolivia (Plurinational State of)","2012","Total","Conventional dwellings","El Alto","Households having personal computer","Census - de facto - complete tabulation","Final figure, complete","2014","64073",""
"Bolivia (Plurinational State of)","2012","Total","Conventional dwellings","El Alto","Households accessing the internet from home","Census - de facto - complete tabulation","Final figure, complete","2014","13038",""
"Bolivia (Plurinational State of)","2012","Total","Conventional dwellings","LA PAZ","Households having radio","Census - de facto - complete tabulation","Final figure, complete","2014","202823",""
"Bolivia (Plurinational State of)","2012","Total","Conventional dwellings","LA PAZ","Households having television set","Census - de facto - complete tabulation","Final figure, complete","2014","209678",""
"Bolivia (Plurinational State of)","2012","Total","Conventional dwellings","LA PAZ","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2014","201594",""
"Bolivia (Plurinational State of)","2012","Total","Conventional dwellings","LA PAZ","Households having personal computer","Census - de facto - complete tabulation","Final figure, complete","2014","118007",""
"Bolivia (Plurinational State of)","2012","Total","Conventional dwellings","LA PAZ","Households accessing the internet from home","Census - de facto - complete tabulation","Final figure, complete","2014","50377",""
"Bolivia (Plurinational State of)","2012","Total","Conventional dwellings","Santa Cruz","Households having radio","Census - de facto - complete tabulation","Final figure, complete","2014","250664",""
"Bolivia (Plurinational State of)","2012","Total","Conventional dwellings","Santa Cruz","Households having television set","Census - de facto - complete tabulation","Final figure, complete","2014","322074",""
"Bolivia (Plurinational State of)","2012","Total","Conventional dwellings","Santa Cruz","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2014","308627",""
"Bolivia (Plurinational State of)","2012","Total","Conventional dwellings","Santa Cruz","Households having personal computer","Census - de facto - complete tabulation","Final figure, complete","2014","140706",""
"Bolivia (Plurinational State of)","2012","Total","Conventional dwellings","Santa Cruz","Households accessing the internet from home","Census - de facto - complete tabulation","Final figure, complete","2014","84797",""
"Bolivia (Plurinational State of)","2012","Total","Conventional dwellings","SUCRE","Households having radio","Census - de facto - complete tabulation","Final figure, complete","2014","51979",""
"Bolivia (Plurinational State of)","2012","Total","Conventional dwellings","SUCRE","Households having television set","Census - de facto - complete tabulation","Final figure, complete","2014","55344",""
"Bolivia (Plurinational State of)","2012","Total","Conventional dwellings","SUCRE","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2014","54259",""
"Bolivia (Plurinational State of)","2012","Total","Conventional dwellings","SUCRE","Households having personal computer","Census - de facto - complete tabulation","Final figure, complete","2014","27315",""
